    Updating crates.io index
139 |     pub reset_to_event_id: i64,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:140:5
    |
140 |     pub last_event_id: i64,
    |     ^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:141:5
    |
141 |     pub unresolved_side_effects: Vec<ResetUnresolvedSideEffect>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:142:5
    |
142 |     pub nearest_valid_before: Option<i64>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:143:5
    |
143 |     pub nearest_valid_after: Option<i64>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:157:5
    |
157 |     pub new_exec_id: ExecutionId,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:158:5
    |
158 |     pub reset_from_exec_id: ExecutionId,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:159:5
    |
159 |     pub reset_to_event_id: i64,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:160:5
    |
160 |     pub events_carried_over: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:161:5
    |
161 |     pub source_tasks_cancelled: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:162:5
    |
162 |     pub source_timers_removed: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:163:5
    |
163 |     pub source_signals_dropped: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:164:5
    |
164 |     pub source_signals_buffered: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a variant
   --> autumn-harvest/src/reset.rs:171:5
    |
171 |     InvalidPoint(#[from] ResetInvalidPoint),
    |     ^^^^^^^^^^^^

warning: missing documentation for a variant
   --> autumn-harvest/src/reset.rs:173:5
    |
173 |     TerminalSource { exec_id: ExecutionId, state: String },
    |     ^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:173:22
    |
173 |     TerminalSource { exec_id: ExecutionId, state: String },
    |                      ^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:173:44
    |
173 |     TerminalSource { exec_id: ExecutionId, state: String },
    |                                            ^^^^^^^^^^^^^

warning: missing documentation for a variant
   --> autumn-harvest/src/reset.rs:175:5
    |
175 |     ChildWorkflow {
    |     ^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:176:9
    |
176 |         exec_id: ExecutionId,
    |         ^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:177:9
    |
177 |         parent_id: Uuid,
    |         ^^^^^^^^^^^^^^^

warning: missing documentation for a variant
   --> autumn-harvest/src/reset.rs:180:5
    |
180 |     ContinueAsNew,
    |     ^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_gate_retirement.rs:55:5
   |
55 |     pub workflow_name: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_gate_retirement.rs:56:5
   |
56 |     pub change_id: String,
   |     ^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_gate_retirement.rs:57:5
   |
57 |     pub recorded_version: u32,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_gate_retirement.rs:58:5
   |
58 |     pub active_executions: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_gate_retirement.rs:59:5
   |
59 |     pub terminal_executions: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_gate_retirement.rs:60:5
   |
60 |     pub oldest_blocker_started_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_gate_retirement.rs:61:5
   |
61 |     pub newest_blocker_started_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_gate_retirement.rs:64:5
   |
64 |     pub shard_id: i32,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a method
  --> autumn-harvest/src/version_usage.rs:26:5
   |
26 |     pub const fn as_str(self) -> &'static str {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:53:5
   |
53 |     pub workflow_name: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:54:5
   |
54 |     pub change_id: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:55:5
   |
55 |     pub recorded_version: Option<u32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:56:5
   |
56 |     pub state_group: VersionExecutionStateGroup,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:57:5
   |
57 |     pub shard_id: Option<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:63:5
   |
63 |     pub workflow_name: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:64:5
   |
64 |     pub change_id: String,
   |     ^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:65:5
   |
65 |     pub recorded_version: u32,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:66:5
   |
66 |     pub active_executions: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:67:5
   |
67 |     pub terminal_executions: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:68:5
   |
68 |     pub oldest_matching_started_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:69:5
   |
69 |     pub newest_matching_started_at: DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/version_usage.rs:70:5
   |
70 |     pub shard_id: i32,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/scheduler.rs:41:21
   |
41 |     LimitExceeded { limit: usize },
   |                     ^^^^^^^^^^^^

warning: `autumn-harvest` (lib) generated 180 warnings
    Checking autumn-harvest-plugin v0.3.0 (/app/autumn-harvest-plugin)
    Checking autumn-harvest-cli v0.3.0 (/app/autumn-harvest-cli)
    Checking autumn-harvest-redis v0.3.0 (/app/autumn-harvest-redis)
warning: missing documentation for a module
    --> autumn-harvest-cli/src/lib.rs:1131:1
     |
1131 | pub mod tui;
     | ^^^^^^^^^^^
     |
     = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-cli` (lib) generated 1 warning
warning: missing documentation for the crate
    --> autumn-harvest-cli/tests/request_mapping.rs:1:1
     |
   1 | / use autumn_harvest_cli::{ApiMethod, Cli};
   2 | | use clap::Parser;
   3 | | use serde_json::json;
...    |
1043 | |     );
1044 | | }
     | |_^
     |
     = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-cli` (test "request_mapping") generated 1 warning
warning: missing documentation for the crate
   --> autumn-harvest-cli/tests/contract_coverage.rs:1:1
    |
  1 | / /// CLI contract coverage tests.
  2 | | ///
  3 | | /// Every CLI subcommand that calls the management API must map to a ...
  4 | | /// is documented in `docs/api-contract.json`.  If a CLI command maps...
...   |
759 | |     ]);
760 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-cli` (test "contract_coverage") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest-cli/src/main.rs:1:1
   |
 1 | / use clap::Parser;
 2 | |
 3 | | use autumn_harvest_cli::{Cli, run_cli};
...  |
13 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-cli` (bin "harvest") generated 1 warning
warning: `autumn-harvest-cli` (bin "harvest" test) generated 1 warning (1 duplicate)
warning: missing documentation for the crate
   --> autumn-harvest-cli/tests/http_execution.rs:1:1
    |
  1 | / use autumn_harvest_cli::{Cli, CliError, execute};
  2 | | use clap::Parser;
  3 | | use tokio::io::{AsyncReadExt, AsyncWriteExt};
  4 | | use tokio::net::TcpListener;
...   |
170 | |     request.len() >= header_end + content_length
171 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-cli` (test "http_execution") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest-cli/tests/batch_tests.rs:1:1
   |
 1 | / use autumn_harvest_cli::{ApiMethod, Cli};
 2 | | use clap::Parser;
 3 | |
 4 | | fn parse(args: &[&str]) -> Cli {
...  |
86 | |     assert_eq!(body["signal_payload"]["key"], "value");
87 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest-cli` (test "batch_tests") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest/tests/macros_dag.rs:1:1
   |
 1 | / #![allow(clippy::unused_async)]
 2 | |
 3 | | use std::time::Duration;
...  |
52 | |     assert_eq!(definition.tasks()[1].trigger_rule, TriggerRule::AllDone);
53 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "macros_dag") generated 1 warning
warning: missing documentation for the crate
   --> autumn-harvest/tests/alert_pack_docs.rs:1:1
    |
  1 | / use serde_json::Value;
  2 | | use std::collections::BTreeSet;
  3 | | use std::fs;
  4 | | use std::path::{Path, PathBuf};
...   |
279 | |     Some(&document[start..end])
280 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "alert_pack_docs") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest/tests/havoc_tests.rs:1:1
   |
 1 | / use autumn_harvest::policy::RetryPolicy;
 2 | | #[cfg(feature = "db")]
 3 | | use autumn_harvest::store::events_to_insert_rows_from;
 4 | | #[cfg(feature = "db")]
...  |
61 | |     assert!(res.is_ok());
62 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "havoc_tests") generated 1 warning
warning: missing documentation for a function
  --> autumn-harvest/benches/metrics_noop.rs:54:1
   |
54 | / criterion_group!(
55 | |     benches,
56 | |     bench_noop_workflow_started,
57 | |     bench_noop_workflow_completed,
58 | |     bench_noop_activity_completed,
59 | |     bench_noop_dlq_entries,
60 | | );
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`
   = note: this warning originates in the macro `$crate::criterion_group` which comes from the expansion of the macro `criterion_group` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: `autumn-harvest` (bench "metrics_noop") generated 1 warning
warning: missing documentation for the crate
   --> autumn-harvest/tests/guardrail_catalog_tests.rs:1:1
    |
  1 | / /// Red-phase tests for issue #173: deterministic guardrail rule cata...
  2 | | ///
  3 | | /// These tests define the expected shape of the catalog before any i...
  4 | | /// exists. They should fail on first run (red), then pass once guard...
...   |
380 | |     assert!(!finding.alternative.is_empty());
381 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "guardrail_catalog_tests") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest/tests/havoc_reentrancy.rs:1:1
   |
 1 | / use autumn_harvest::WorkflowEvent;
 2 | | use autumn_harvest::context::WorkflowContext;
 3 | | use autumn_harvest::types::ExecutionId;
 4 | | use autumn_harvest::types::UpdateId;
...  |
86 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "havoc_reentrancy") generated 1 warning
warning: missing documentation for the crate
  --> autumn-harvest/tests/macros_workflow.rs:1:1
   |
 1 | / #![allow(clippy::unused_async, clippy::used_underscore_binding)]
 2 | |
 3 | | use autumn_harvest::prelude::*;
...  |
13 | |     assert_eq!(info.name, "test_workflow");
14 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "macros_workflow") generated 1 warning
warning: missing documentation for a struct field
  --> autumn-harvest/tests/metrics_coverage.rs:28:5
   |
28 |     pub name: &'static str,
   |     ^^^^^^^^^^^^^^^^^^^^^^
   |
   = note: requested on the command line with `-W missing-docs`

warning: missing documentation for a struct field
  --> autumn-harvest/tests/metrics_coverage.rs:29:5
   |
29 |     pub labels: Vec<(&'static str, String)>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/tests/metrics_coverage.rs:36:5
   |
36 |     pub samples: Mutex<Vec<MetricSample>>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: `autumn-harvest` (test "metrics_coverage") generated 3 warnings
warning: missing documentation for the crate
  --> autumn-harvest/tests/query_deadlock.rs:1:1
   |
 1 | / use autumn_harvest::{WorkflowContext, types::ExecutionId};
 2 | | use serde_json::json;
 3 | | use std::sync::Arc;
...  |
26 | |     assert!(res.is_ok(), "The query deadlocked and timed out!");
27 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "query_deadlock") generated 1 warning
warning: missing documentation for a struct field
  --> autumn-harvest/examples/approval_workflow.rs:39:5
   |
39 |     pub approved: bool,
   |     ^^^^^^^^^^^^^^^^^^
   |
   = note: requested on the command line with `-W missing-docs`

warning: missing documentation for a struct field
  --> autumn-harvest/examples/approval_workflow.rs:40:5
   |
40 |     pub approver: String,
   |     ^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/examples/approval_workflow.rs:41:5
   |
41 |     pub comment: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: `autumn-harvest` (example "approval_workflow") generated 3 warnings
warning: missing documentation for the crate
  --> autumn-harvest/tests/macros_activity.rs:1:1
   |
 1 | / #![allow(clippy::unused_async)]
 2 | |
 3 | | use autumn_harvest::prelude::*;
 4 | | use std::time::Duration;
...  |
86 | |     assert!(!configured.is_local);
87 | | }
   | |_^
   |
   = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "macros_activity") generated 1 warning
warning: `autumn-harvest-cli` (lib test) generated 1 warning (1 duplicate)
warning: missing documentation for the crate
   --> autumn-harvest/tests/cancellation_tests.rs:1:1
    |
  1 | / #![cfg(feature = "db")]
  2 | |
  3 | | use autumn_harvest::event::WorkflowEvent;
  4 | | use autumn_harvest::models::{TaskQueueItem, WorkflowExecution};
...   |
657 | |     worker_task.await.expect("worker should stop cleanly");
658 | | }
    | |_^
    |
    = note: requested on the command line with `-W missing-docs`

warning: `autumn-harvest` (test "cancellation_tests") generated 1 warning
warning: missing documentation for a module
 --> autumn-harvest-plugin/src/lib.rs:4:1
  |
4 | pub mod config;
  | ^^^^^^^^^^^^^^
  |
  = note: requested on the command line with `-W missing-docs`

warning: missing documentation for a module
 --> autumn-harvest-plugin/src/lib.rs:5:1
  |
5 | pub mod outbox;
  | ^^^^^^^^^^^^^^

warning: missing documentation for a module
  --> autumn-harvest-plugin/src/lib.rs:11:1
   |
11 | pub mod state;
   | ^^^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/api.rs:96:1
   |
96 | pub struct HarvestRetentionRuntime {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for an associated function
   --> autumn-harvest-plugin/src/api.rs:104:5
    |
104 | /     pub const fn new(
105 | |         config: RetentionConfig,
106 | |         monitor: Option<RetentionMonitor>,
107 | |         trigger: Option<tokio::sync::mpsc::Sender<()>>,
108 | |     ) -> Self {
    | |_____________^

warning: missing documentation for an associated function
   --> autumn-harvest-plugin/src/api.rs:117:5
    |
117 |     pub const fn disabled(config: RetentionConfig) -> Self {
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
   --> autumn-harvest-plugin/src/api.rs:123:1
    |
123 | pub struct HarvestApiRuntime {
    | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
   --> autumn-harvest-plugin/src/api.rs:191:1
    |
191 | pub struct HarvestApiState {
    | ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for an associated function
   --> autumn-harvest-plugin/src/api.rs:235:5
    |
235 |     pub fn new() -> Self {
    |     ^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a function
    --> autumn-harvest-plugin/src/api.rs:1134:1
     |
1134 | pub fn harvest_api_router(api_state: HarvestApiState) -> Router<AppState> {
     | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for an enum
 --> autumn-harvest-plugin/src/config.rs:8:1
  |
8 | pub enum HarvestMode {
  | ^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/config.rs:10:5
   |
10 |     Embedded,
   |     ^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/config.rs:11:5
   |
11 |     Split,
   |     ^^^^^

warning: missing documentation for a variant
  --> autumn-harvest-plugin/src/config.rs:12:5
   |
12 |     External,
   |     ^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/config.rs:16:1
   |
16 | pub struct HarvestDatabaseConfig {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:17:5
   |
17 |     pub url: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/config.rs:21:1
   |
21 | pub struct HarvestOutboxConfig {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:22:5
   |
22 |     pub enabled: bool,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:23:5
   |
23 |     pub batch_size: i64,
   |     ^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:24:5
   |
24 |     pub poll_interval_ms: u64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:25:5
   |
25 |     pub claim_ttl_ms: u64,
   |     ^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:26:5
   |
26 |     pub base_retry_delay_ms: u64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:27:5
   |
27 |     pub max_retry_delay_ms: u64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:38:5
   |
38 |     pub concurrency: u32,
   |     ^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:39:5
   |
39 |     pub tick_interval_ms: u64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/config.rs:50:1
   |
50 | pub struct HarvestRuntimeConfig {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:51:5
   |
51 |     pub mode: HarvestMode,
   |     ^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:52:5
   |
52 |     pub worker_enabled: bool,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:53:5
   |
53 |     pub scheduler_enabled: bool,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:54:5
   |
54 |     pub database: HarvestDatabaseConfig,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:55:5
   |
55 |     pub outbox: HarvestOutboxConfig,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:56:5
   |
56 |     pub batch: HarvestBatchConfig,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/config.rs:57:5
   |
57 |     pub readiness: HarvestReadinessConfig,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a module
  --> autumn-harvest-plugin/src/outbox.rs:23:1
   |
23 | / diesel::table! {
24 | |     harvest_workflow_outbox (id) {
   | |___________________________^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:44:1
   |
44 | pub struct WorkflowStartRequest {
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/outbox.rs:45:5
   |
45 |     pub workflow_name: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/outbox.rs:46:5
   |
46 |     pub workflow_id: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/outbox.rs:47:5
   |
47 |     pub queue_name: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/outbox.rs:48:5
   |
48 |     pub input: Value,
   |     ^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/outbox.rs:49:5
   |
49 |     pub memo: Option<Value>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest-plugin/src/outbox.rs:50:5
   |
50 |     pub search_attrs: Option<Value>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:25:9
   |
25 |         id -> BigInt,
   |         ^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:26:9
   |
26 |         workflow_name -> Text,
   |         ^^^^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:27:9
   |
27 |         workflow_id -> Text,
   |         ^^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:28:9
   |
28 |         queue_name -> Text,
   |         ^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:29:9
   |
29 |         input -> Jsonb,
   |         ^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:30:9
   |
30 |         memo -> Nullable<Jsonb>,
   |         ^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:31:9
   |
31 |         search_attrs -> Nullable<Jsonb>,
   |         ^^^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:32:9
   |
32 |         delivery_attempts -> BigInt,
   |         ^^^^^^^^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:33:9
   |
33 |         last_error -> Nullable<Text>,
   |         ^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:34:9
   |
34 |         delivered_execution_id -> Nullable<Text>,
   |         ^^^^^^^^^^^^^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:35:9
   |
35 |         delivered_at -> Nullable<Timestamp>,
   |         ^^^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:36:9
   |
36 |         next_attempt_at -> Timestamp,
   |         ^^^^^^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
  --> autumn-harvest-plugin/src/outbox.rs:37:9
   |
37 |         claimed_at -> Nullable<Timestamp>,
   |         ^^^^^^^^^^
   |
   = note: this warning originates in the macro `diesel::table` (in Nightly builds, run with -Z macro-backtrace for more info)

warning: missing documentation for a struct
